item,itemLabel,startDate,endDate,psid
Q12141949,Stepan Poltorak,2016-04-14,2019-08-29,Q12141949-923B2BCD-108F-41BF-A6D4-9178EDD97561
Q15978427,Mykhailo Koval,2014-03-25,2014-07-03,Q15978427-C489FCE5-0A3D-4805-A1F2-C5034F5DF59B
Q1767960,Pavlo Lebedyev,2012-12-24,2014-02-27,Q1767960-51178DE3-F365-4F01-A08F-7B21EB04863A
Q2560404,Mykhailo Yezhel,2010-03-11,2012-02-08,Q2560404-CDEDCF45-389B-42C3-830F-05BEA337193F
Q311116,Yuriy Yekhanurov,2007-12-18,2009-06-05,Q311116-03B12CDE-16A3-4267-9D47-2F6F148681C4
Q3916289,Ihor Tenyukh,2014-02-27,2014-03-25,Q3916289-51DFD5ED-2FD3-4A47-9EC5-DC3AF1B1F486
Q4135002,Valeriy Heletey,2014-07-03,2014-10-14,Q4135002-22BE6462-D517-4C07-B5A9-25A265CC697C
Q4245525,Oleksandr Kuzmuk,2004-09-24,2005-02-03,Q4245525-2DD44597-170F-4856-BBCA-42ECB6F68425
Q4245525,Oleksandr Kuzmuk,1996-07-11,2001-10-24,Q4245525-799BBC73-EB2A-4D44-B356-357464EAF080
Q4392444,Oleksii Reznikov,2021-11-04,,Q4392444-77c7d6c4-44fa-c924-11b6-fc6f2c749ea6
Q4405676,Dmytro Salamatin,2012-02-08,2012-12-24,Q4405676-74CEA8C5-9595-4B79-AC1E-6E80FBBA7113
Q4525616,Valeriy Shmarov,1994-10-10,1996-07-08,Q4525616-DF0E4C61-5632-4A29-8933-A7949DB10869
Q488211,Anatoliy Hrytsenko,2005-02-04,2007-12-18,Q488211-1094D4A0-D05A-4EDB-A754-125D465BC336
Q66819268,Andriy Zahorodniuk,2019-08-29,2020-03-04,Q66819268-F9D52247-D68B-4957-8A15-8EA4C7499577
Q715633,Yevhen Marchuk,2003-06-25,2004-09-23,Q715633-38026BB1-5B58-413A-98A3-0F4AC0F370AB
Q87069520,Andriy Taran,2020-03-04,2021-11-03,Q87069520-66052a1c-4aee-b7f2-7504-18022e8f55ef
